"subjID","reward","subject","X","Y","loss_shift","reward_shift"
"1548242755_97.csv",21,"Human",53,46,0.794871794871795,0.523809523809524
"1548242788_64.csv",28,"Human",43,57,0.887323943661972,0.75
"1548242852_53.csv",31,"Human",91,9,0.0735294117647059,0
"1548242868_10.csv",28,"Human",70,29,0.47887323943662,0.428571428571429
"1548242880_58.csv",25,"Human",53,47,0.756756756756757,0.44
"1548242949_96.csv",25,"Human",47,53,0.621621621621622,0.36
"1548242961_17.csv",25,"Human",49,51,0.186666666666667,0.291666666666667
"1548243120_62.csv",23,"Human",57,43,0.710526315789474,0.0869565217391304
"1548243340_92.csv",27,"Human",47,52,0.361111111111111,0.37037037037037
"1548243561_61.csv",24,"Human",48,51,0.653333333333333,0.333333333333333
"1548243907_65.csv",17,"Human",87,13,0.0853658536585366,0.0588235294117647
"1548244038_4.csv",28,"Human",48,51,0.676056338028169,0.428571428571429
"1548244263_51.csv",19,"Human",65,35,0.325,0.526315789473684
"1548244265_3.csv",30,"Human",63,36,0.173913043478261,0.133333333333333
"1548244984_92.csv",30,"Human",61,39,0.188405797101449,0.1
"1548246192_72.csv",25,"Human",66,33,0.716216216216216,0.12
"1548316695_21.csv",30,"Human",44,56,0.550724637681159,0.5
"1548316696_47.csv",33,"Human",6,94,0.0757575757575758,0.0606060606060606
"1548316721_16.csv",26,"Human",57,43,0.351351351351351,0
"1548316726_13.csv",29,"Human",52,48,0.661971830985915,0.392857142857143
"1548316727_99.csv",28,"Human",71,29,0.183098591549296,0.321428571428571
"1548316730_54.csv",29,"Human",25,75,0.563380281690141,0.0357142857142857
"1548316730_91.csv",14,"Human",57,43,0.847058823529412,0.214285714285714
"1548316730_95.csv",29,"Human",77,23,0.371428571428571,0
"1548316733_95.csv",26,"Human",52,47,0.0684931506849315,0.0384615384615385
"1548316743_93.csv",27,"Human",48,52,0.383561643835616,0.230769230769231
"1548316746_10.csv",27,"Human",41,58,0.819444444444444,0.222222222222222
"1548316765_44.csv",27,"Human",47,52,0.75,0.851851851851852
"1548316766_24.csv",28,"Human",20,80,0.408450704225352,0.0714285714285714
"1548316767_6.csv",21,"Human",43,57,0.430379746835443,0.35
"1548316768_10.csv",21,"Human",65,35,0.692307692307692,0.0952380952380952
"1548316771_19.csv",29,"Human",26,74,0.5,0.206896551724138
"1548316779_15.csv",22,"Human",51,48,0.298701298701299,0.181818181818182
"1548316782_87.csv",23,"Human",48,51,0.171052631578947,0.130434782608696
"1548316784_23.csv",23,"Human",37,62,0.631578947368421,0.391304347826087
"1548316796_13.csv",32,"Human",84,16,0.205882352941176,0
"1548316797_95.csv",28,"Human",32,67,0.47887323943662,0.0714285714285714
"1548316829_32.csv",23,"Human",37,62,0.763157894736842,0.521739130434783
"1548316846_39.csv",27,"Human",51,48,0.625,0.481481481481481
"1548316852_30.csv",23,"Human",62,38,0.75,0.391304347826087
"1548316854_3.csv",27,"Human",52,48,0.698630136986301,0.692307692307692
"1548316955_8.csv",23,"Human",56,44,0.74025974025974,0.409090909090909
"1548316971_5.csv",26,"Human",48,52,0.821917808219178,0.884615384615385
"1548316995_51.csv",27,"Human",49,50,0.444444444444444,0.259259259259259
"1548317015_4.csv",29,"Human",23,77,0.211267605633803,0.107142857142857
"1548317021_100.csv",26,"Human",58,41,0.561643835616438,0.269230769230769
"1548317045_79.csv",25,"Human",33,67,0.567567567567568,0
"1548317049_86.csv",30,"Human",17,83,0.27536231884058,0.133333333333333
"1548317056_12.csv",30,"Human",73,26,0.507246376811594,0.0666666666666667
"1548317063_27.csv",25,"Human",48,52,0.959459459459459,0.96
"1548317381_60.csv",17,"Human",49,51,0.719512195121951,0.294117647058824
"1548319945_4.csv",23,"Human",55,44,0.68421052631579,0.478260869565217
"1548320728_38.csv",22,"Human",46,54,0.584415584415584,0.181818181818182
"1548321502_65.csv",27,"Human",50,50,0.777777777777778,0.481481481481481
"1548322418_93.csv",23,"Human",47,53,0.789473684210526,0.739130434782609
"155-gpt-3.5",22,"GPT-3.5",34,66,0.415584415584416,0.409090909090909
"156-gpt-3.5",20,"GPT-3.5",21,79,0.341772151898734,0.4
"157-gpt-3.5",21,"GPT-3.5",75,25,0.371794871794872,0.285714285714286
"158-gpt-3.5",19,"GPT-3.5",19,81,0.2125,0.263157894736842
"159-gpt-3.5",29,"GPT-3.5",11,89,0.214285714285714,0.0689655172413793
"16-gpt-3.5",28,"GPT-3.5",26,74,0.333333333333333,0.333333333333333
"16-gpt-4",22,"GPT-4",3,97,0.0649350649350649,0
"160-gpt-3.5",26,"GPT-3.5",47,53,0.391891891891892,0.4
"161-gpt-3.5",19,"GPT-3.5",28,72,0.3625,0.421052631578947
"162-gpt-3.5",24,"GPT-3.5",28,72,0.32,0.458333333333333
"163-gpt-3.5",23,"GPT-3.5",12,88,0.171052631578947,0.0869565217391304
"164-gpt-3.5",20,"GPT-3.5",39,61,0.468354430379747,0.4
"165-gpt-3.5",24,"GPT-3.5",23,77,0.355263157894737,0.347826086956522
"166-gpt-3.5",25,"GPT-3.5",11,89,0.16,0.208333333333333
"167-gpt-3.5",27,"GPT-3.5",24,76,0.388888888888889,0.296296296296296
"168-gpt-3.5",23,"GPT-3.5",17,83,0.31578947368421,0.130434782608696
"169-gpt-3.5",23,"GPT-3.5",11,89,0.223684210526316,0.0869565217391304
"17-gpt-3.5",26,"GPT-3.5",32,68,0.47945205479452,0.384615384615385
"17-gpt-4",16,"GPT-4",98,2,0.0481927710843374,0
"170-gpt-3.5",21,"GPT-3.5",95,5,0.102564102564103,0
"171-gpt-3.5",26,"GPT-3.5",6,94,0.148648648648649,0
"172-gpt-3.5",23,"GPT-3.5",16,84,0.210526315789474,0.304347826086957
"173-gpt-3.5",27,"GPT-3.5",43,57,0.301369863013699,0.192307692307692
"174-gpt-3.5",14,"GPT-3.5",64,36,0.352941176470588,0.285714285714286
"175-gpt-3.5",16,"GPT-3.5",21,79,0.240963855421687,0.0625
"176-gpt-3.5",20,"GPT-3.5",37,63,0.430379746835443,0.45
"177-gpt-3.5",23,"GPT-3.5",18,82,0.210526315789474,0.347826086956522
"178-gpt-3.5",30,"GPT-3.5",11,89,0.188405797101449,0.2
"179-gpt-3.5",20,"GPT-3.5",3,97,0.0625,0
"18-gpt-3.5",19,"GPT-3.5",31,69,0.4,0.368421052631579
"18-gpt-4",18,"GPT-4",97,3,0.0740740740740741,0
"180-gpt-3.5",24,"GPT-3.5",10,90,0.24,0
"181-gpt-3.5",32,"GPT-3.5",38,62,0.492537313432836,0.40625
"182-gpt-3.5",30,"GPT-3.5",27,73,0.376811594202899,0.233333333333333
"183-gpt-3.5",21,"GPT-3.5",9,91,0.141025641025641,0.0952380952380952
"184-gpt-3.5",31,"GPT-3.5",39,61,0.602941176470588,0.548387096774194
"185-gpt-3.5",28,"GPT-3.5",47,53,0.535211267605634,0.642857142857143
"186-gpt-3.5",20,"GPT-3.5",33,67,0.455696202531646,0.3
"187-gpt-3.5",19,"GPT-3.5",13,87,0.2625,0.157894736842105
"188-gpt-3.5",24,"GPT-3.5",11,89,0.186666666666667,0.125
"189-gpt-3.5",22,"GPT-3.5",28,72,0.454545454545455,0.272727272727273
"19-gpt-3.5",30,"GPT-3.5",10,90,0.159420289855072,0.133333333333333
"19-gpt-4",32,"GPT-4",3,97,0.0746268656716418,0
"190-gpt-3.5",23,"GPT-3.5",12,88,0.223684210526316,0.173913043478261
"191-gpt-3.5",32,"GPT-3.5",37,63,0.5,0.354838709677419
"192-gpt-3.5",22,"GPT-3.5",38,62,0.487179487179487,0.666666666666667
"193-gpt-3.5",22,"GPT-3.5",17,83,0.285714285714286,0.136363636363636
"194-gpt-3.5",21,"GPT-3.5",46,54,0.58974358974359,0.523809523809524
"195-gpt-3.5",22,"GPT-3.5",79,21,0.311688311688312,0.272727272727273
"196-gpt-3.5",27,"GPT-3.5",41,59,0.569444444444444,0.37037037037037
"197-gpt-3.5",32,"GPT-3.5",23,77,0.441176470588235,0.354838709677419
"198-gpt-3.5",29,"GPT-3.5",37,63,0.414285714285714,0.379310344827586
"199-gpt-3.5",19,"GPT-3.5",19,81,0.325,0.157894736842105
"2-gpt-3.5",17,"GPT-3.5",81,19,0.341463414634146,0.117647058823529
"2-gpt-4",23,"GPT-4",7,93,0.118421052631579,0
"20-gpt-3.5",23,"GPT-3.5",25,75,0.368421052631579,0.347826086956522
"20-gpt-4",26,"GPT-4",97,3,0.0821917808219178,0
"200-gpt-3.5",29,"GPT-3.5",55,45,0.614285714285714,0.517241379310345
"21-gpt-3.5",23,"GPT-3.5",33,67,0.473684210526316,0.478260869565217
"21-gpt-4",22,"GPT-4",95,5,0.103896103896104,0
"22-gpt-3.5",23,"GPT-3.5",47,53,0.644736842105263,0.739130434782609
"22-gpt-4",39,"GPT-4",76,24,0.0983606557377049,0
"23-gpt-3.5",28,"GPT-3.5",15,85,0.225352112676056,0.107142857142857
"23-gpt-4",23,"GPT-4",36,64,0.0909090909090909,0
"24-gpt-3.5",31,"GPT-3.5",35,65,0.455882352941176,0.451612903225806
"24-gpt-4",29,"GPT-4",4,96,0.1,0
"25-gpt-3.5",23,"GPT-3.5",26,74,0.460526315789474,0.173913043478261
"25-gpt-4",33,"GPT-4",4,96,0.106060606060606,0
"26-gpt-3.5",25,"GPT-3.5",15,85,0.27027027027027,0.28
"26-gpt-4",30,"GPT-4",98,2,0.0579710144927536,0
"27-gpt-3.5",25,"GPT-3.5",15,85,0.243243243243243,0.28
"27-gpt-4",22,"GPT-4",81,19,0.0779220779220779,0
"28-gpt-3.5",27,"GPT-3.5",92,8,0.0958904109589041,0.115384615384615
"28-gpt-4",24,"GPT-4",35,65,0.333333333333333,0.0833333333333333
"29-gpt-3.5",29,"GPT-3.5",31,69,0.457142857142857,0.620689655172414
"29-gpt-4",26,"GPT-4",45,55,0.283783783783784,0.16
"3-gpt-3.5",24,"GPT-3.5",7,93,0.106666666666667,0.0416666666666667
"3-gpt-4",23,"GPT-4",18,82,0.236842105263158,0.130434782608696
"30-gpt-3.5",29,"GPT-3.5",91,9,0.171428571428571,0.137931034482759
"30-gpt-4",23,"GPT-4",92,8,0.0789473684210526,0
"31-gpt-3.5",21,"GPT-3.5",18,82,0.269230769230769,0.380952380952381
"31-gpt-4",22,"GPT-4",98,2,0.051948051948052,0
"32-gpt-3.5",18,"GPT-3.5",34,66,0.481481481481481,0.444444444444444
"32-gpt-4",19,"GPT-4",95,5,0.075,0
"33-gpt-3.5",22,"GPT-3.5",36,64,0.48051948051948,0.363636363636364
"33-gpt-4",18,"GPT-4",97,3,0.0740740740740741,0
"34-gpt-3.5",17,"GPT-3.5",70,30,0.5,0.294117647058824
"34-gpt-4",22,"GPT-4",95,5,0.12987012987013,0
"35-gpt-3.5",20,"GPT-3.5",38,62,0.5,0.421052631578947
"35-gpt-4",22,"GPT-4",92,8,0.103896103896104,0
"36-gpt-3.5",21,"GPT-3.5",5,95,0.0897435897435897,0.0952380952380952
"36-gpt-4",22,"GPT-4",98,2,0.051948051948052,0
"37-gpt-3.5",25,"GPT-3.5",44,56,0.608108108108108,0.44
"37-gpt-4",28,"GPT-4",2,98,0.0422535211267606,0
"38-gpt-3.5",25,"GPT-3.5",75,25,0.418918918918919,0.36
"38-gpt-4",26,"GPT-4",99,1,0.0273972602739726,0
"39-gpt-3.5",27,"GPT-3.5",35,65,0.5,0.407407407407407
"39-gpt-4",23,"GPT-4",3,97,0.0394736842105263,0
"4-gpt-3.5",24,"GPT-3.5",26,74,0.453333333333333,0.291666666666667
"4-gpt-4",27,"GPT-4",3,97,0.0694444444444444,0
"40-gpt-3.5",21,"GPT-3.5",35,65,0.538461538461538,0.523809523809524
"40-gpt-4",27,"GPT-4",98,2,0.0555555555555556,0
"41-gpt-3.5",24,"GPT-3.5",48,52,0.56,0.5
"41-gpt-4",28,"GPT-4",98,2,0.0563380281690141,0
"42-gpt-3.5",19,"GPT-3.5",68,32,0.4,0.421052631578947
"42-gpt-4",19,"GPT-4",4,96,0.0875,0
"43-gpt-3.5",18,"GPT-3.5",2,98,0.037037037037037,0
"43-gpt-4",13,"GPT-4",93,7,0.0919540229885057,0
"44-gpt-3.5",30,"GPT-3.5",24,76,0.391304347826087,0.4
"44-gpt-4",29,"GPT-4",10,90,0.0985915492957746,0
"45-gpt-3.5",23,"GPT-3.5",35,65,0.454545454545455,0.318181818181818
"45-gpt-4",26,"GPT-4",13,87,0.178082191780822,0
"46-gpt-3.5",17,"GPT-3.5",25,75,0.378048780487805,0.352941176470588
"46-gpt-4",23,"GPT-4",98,2,0.0526315789473684,0
"47-gpt-3.5",26,"GPT-3.5",23,77,0.397260273972603,0.384615384615385
"47-gpt-4",23,"GPT-4",94,6,0.155844155844156,0
"48-gpt-3.5",19,"GPT-3.5",28,72,0.3875,0.421052631578947
"48-gpt-4",25,"GPT-4",95,5,0.0945945945945946,0
"49-gpt-3.5",30,"GPT-3.5",12,88,0.217391304347826,0.2
"49-gpt-4",26,"GPT-4",98,2,0.0547945205479452,0
"5-gpt-3.5",28,"GPT-3.5",9,91,0.211267605633803,0.0714285714285714
"5-gpt-4",24,"GPT-4",97,3,0.08,0
"50-gpt-3.5",26,"GPT-3.5",25,75,0.418918918918919,0.32
"50-gpt-4",31,"GPT-4",91,9,0.0735294117647059,0.032258064516129
"51-gpt-3.5",24,"GPT-3.5",28,72,0.386666666666667,0.416666666666667
"51-gpt-4",32,"GPT-4",96,4,0.0597014925373134,0
"52-gpt-3.5",24,"GPT-3.5",14,86,0.266666666666667,0.125
"52-gpt-4",23,"GPT-4",4,96,0.0921052631578947,0
"53-gpt-3.5",24,"GPT-3.5",40,60,0.68421052631579,0.478260869565217
"53-gpt-4",32,"GPT-4",20,80,0.104477611940299,0
"54-gpt-3.5",35,"GPT-3.5",39,61,0.484375,0.685714285714286
"54-gpt-4",22,"GPT-4",4,96,0.0909090909090909,0
"55-gpt-3.5",28,"GPT-3.5",41,59,0.422535211267606,0.571428571428571
"55-gpt-4",21,"GPT-4",82,18,0.192307692307692,0.142857142857143
"56-gpt-3.5",24,"GPT-3.5",17,83,0.32,0.0416666666666667
"56-gpt-4",19,"GPT-4",98,2,0.0493827160493827,0
"57-gpt-3.5",23,"GPT-3.5",40,60,0.5,0.347826086956522
"57-gpt-4",29,"GPT-4",99,1,0.028169014084507,0
"58-gpt-3.5",24,"GPT-3.5",43,57,0.618421052631579,0.608695652173913
"58-gpt-4",23,"GPT-4",95,5,0.105263157894737,0
"59-gpt-3.5",18,"GPT-3.5",16,84,0.259259259259259,0.222222222222222
"59-gpt-4",19,"GPT-4",35,65,0.2375,0
"6-gpt-3.5",21,"GPT-3.5",37,63,0.512820512820513,0.523809523809524
"6-gpt-4",26,"GPT-4",62,38,0.123287671232877,0.0384615384615385
"60-gpt-3.5",19,"GPT-3.5",43,57,0.5875,0.473684210526316
"60-gpt-4",22,"GPT-4",7,93,0.142857142857143,0
"61-gpt-3.5",26,"GPT-3.5",25,75,0.351351351351351,0.36
"61-gpt-4",26,"GPT-4",3,97,0.0684931506849315,0
"62-gpt-3.5",29,"GPT-3.5",33,67,0.450704225352113,0.392857142857143
"62-gpt-4",23,"GPT-4",97,3,0.0789473684210526,0
"63-gpt-3.5",33,"GPT-3.5",31,69,0.439393939393939,0.303030303030303
"63-gpt-4",27,"GPT-4",2,98,0.0416666666666667,0
"64-gpt-3.5",23,"GPT-3.5",35,65,0.421052631578947,0.478260869565217
"64-gpt-4",20,"GPT-4",97,3,0.0759493670886076,0
"65-gpt-3.5",27,"GPT-3.5",27,73,0.301369863013699,0.346153846153846
"65-gpt-4",33,"GPT-4",73,27,0.119402985074627,0.0625
"66-gpt-3.5",23,"GPT-3.5",5,95,0.116883116883117,0
"66-gpt-4",18,"GPT-4",17,83,0.135802469135802,0
"67-gpt-3.5",22,"GPT-3.5",6,94,0.142857142857143,0
"67-gpt-4",26,"GPT-4",98,2,0.0547945205479452,0
"68-gpt-3.5",31,"GPT-3.5",78,22,0.246376811594203,0.3
"68-gpt-4",24,"GPT-4",6,94,0.12,0
"69-gpt-3.5",28,"GPT-3.5",14,86,0.183098591549296,0.214285714285714
"69-gpt-4",30,"GPT-4",97,3,0.0869565217391304,0
"7-gpt-3.5",23,"GPT-3.5",9,91,0.118421052631579,0.0434782608695652
"7-gpt-4",19,"GPT-4",2,98,0.0375,0
"70-gpt-3.5",31,"GPT-3.5",5,95,0.0882352941176471,0.032258064516129
"70-gpt-4",22,"GPT-4",97,3,0.0649350649350649,0.0454545454545455
"71-gpt-3.5",20,"GPT-3.5",12,88,0.151898734177215,0.05
"71-gpt-4",23,"GPT-4",4,96,0.0921052631578947,0
"72-gpt-3.5",25,"GPT-3.5",28,72,0.310810810810811,0.16
"72-gpt-4",29,"GPT-4",4,96,0.0857142857142857,0.0344827586206897
"73-gpt-3.5",26,"GPT-3.5",69,31,0.452054794520548,0.384615384615385
"73-gpt-4",25,"GPT-4",4,96,0.0675675675675676,0
"74-gpt-3.5",26,"GPT-3.5",12,88,0.219178082191781,0.0384615384615385
"74-gpt-4",19,"GPT-4",96,4,0.1,0
"75-gpt-3.5",23,"GPT-3.5",7,93,0.142857142857143,0
"75-gpt-4",23,"GPT-4",40,60,0.220779220779221,0.0909090909090909
"76-gpt-3.5",25,"GPT-3.5",30,70,0.413333333333333,0.0833333333333333
"76-gpt-4",25,"GPT-4",98,2,0.0540540540540541,0
"77-gpt-3.5",22,"GPT-3.5",4,96,0.0779220779220779,0.0454545454545455
"77-gpt-4",21,"GPT-4",4,96,0.0641025641025641,0
"78-gpt-3.5",27,"GPT-3.5",4,96,0.0821917808219178,0
"78-gpt-4",23,"GPT-4",7,93,0.105263157894737,0.0434782608695652
"79-gpt-3.5",23,"GPT-3.5",29,71,0.381578947368421,0.260869565217391
"79-gpt-4",26,"GPT-4",98,2,0.0547945205479452,0
"8-gpt-3.5",23,"GPT-3.5",19,81,0.276315789473684,0.173913043478261
"8-gpt-4",20,"GPT-4",7,93,0.113924050632911,0
"80-gpt-3.5",19,"GPT-3.5",38,62,0.45,0.473684210526316
"80-gpt-4",19,"GPT-4",97,3,0.05,0
"81-gpt-3.5",23,"GPT-3.5",11,89,0.171052631578947,0
"81-gpt-4",26,"GPT-4",95,5,0.0821917808219178,0
"82-gpt-3.5",25,"GPT-3.5",64,36,0.445945945945946,0.48
"82-gpt-4",25,"GPT-4",98,2,0.0540540540540541,0
"83-gpt-3.5",30,"GPT-3.5",12,88,0.217391304347826,0.266666666666667
"83-gpt-4",23,"GPT-4",3,97,0.0394736842105263,0
"84-gpt-3.5",23,"GPT-3.5",18,82,0.289473684210526,0.173913043478261
"84-gpt-4",17,"GPT-4",7,93,0.0365853658536585,0
"85-gpt-3.5",30,"GPT-3.5",85,15,0.202898550724638,0.133333333333333
"85-gpt-4",21,"GPT-4",6,94,0.115384615384615,0
"86-gpt-3.5",34,"GPT-3.5",37,63,0.476923076923077,0.352941176470588
"86-gpt-4",24,"GPT-4",98,2,0.0533333333333333,0
"87-gpt-3.5",25,"GPT-3.5",34,66,0.426666666666667,0.208333333333333
"87-gpt-4",19,"GPT-4",97,3,0.075,0
"88-gpt-3.5",25,"GPT-3.5",50,50,0.527027027027027,0.4
"88-gpt-4",22,"GPT-4",98,2,0.051948051948052,0
"89-gpt-3.5",15,"GPT-3.5",29,71,0.380952380952381,0.466666666666667
"89-gpt-4",30,"GPT-4",97,3,0.072463768115942,0.0333333333333333
"9-gpt-3.5",26,"GPT-3.5",3,97,0.0684931506849315,0
"9-gpt-4",16,"GPT-4",88,12,0.0963855421686747,0
"90-gpt-3.5",27,"GPT-3.5",41,59,0.486111111111111,0.555555555555556
"90-gpt-4",29,"GPT-4",96,4,0.0857142857142857,0
"91-gpt-3.5",16,"GPT-3.5",40,60,0.602409638554217,0.4375
"91-gpt-4",19,"GPT-4",97,3,0.0625,0.0526315789473684
"92-gpt-3.5",28,"GPT-3.5",28,72,0.422535211267606,0.321428571428571
"92-gpt-4",23,"GPT-4",4,96,0.0657894736842105,0
"93-gpt-3.5",20,"GPT-3.5",68,32,0.367088607594937,0.25
"93-gpt-4",19,"GPT-4",3,97,0.0625,0
"94-gpt-3.5",16,"GPT-3.5",29,71,0.433734939759036,0.375
"94-gpt-4",34,"GPT-4",4,96,0.0923076923076923,0
"95-gpt-3.5",20,"GPT-3.5",72,28,0.341772151898734,0.05
"95-gpt-4",23,"GPT-4",97,3,0.0789473684210526,0
"96-gpt-3.5",23,"GPT-3.5",14,86,0.197368421052632,0.304347826086957
"96-gpt-4",19,"GPT-4",3,97,0.0625,0
"97-gpt-3.5",22,"GPT-3.5",48,52,0.623376623376623,0.590909090909091
"97-gpt-4",25,"GPT-4",98,2,0.0533333333333333,0
"98-gpt-3.5",30,"GPT-3.5",12,88,0.228571428571429,0.0344827586206897
"98-gpt-4",23,"GPT-4",94,6,0.0526315789473684,0
"99-gpt-3.5",16,"GPT-3.5",38,62,0.506024096385542,0.5
"99-gpt-4",26,"GPT-4",98,2,0.0547945205479452,0
